,Match,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/R.1,B/F.1,Out Count
0,320,16-08-2007,Scotland,Titwood,not out,10*,8,125,10,inf,70.86,8,0
