,Match,Date,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/R.1,B/F.1,Out Count
0,197,12-02-2003,Netherlands,Boland Park,b T B M de Leede,17,38,44.74,17,17.0,68.31,38,1
